Gene name,Average UMI per cell (homeostatic microglia),Fold-change (DAM to homeostatic microglia),-log10(DAM) p-value (Mann-Whitney),DAM FDR p-value
Itga6,1.056471,-0.904468,4.442771,3.544585
Sesn1,0.382353,-1.587521,4.442182,3.544854
Cox7a2l,0.200294,0.775802,4.441072,3.544602
0610040J01Rik,0.269118,-0.983298,4.411716,3.516102
D10Wsu52e,0.115588,1.040125,4.393136,3.498376
Cyp4v3,0.123529,1.057296,4.387041,3.493133
Chd9,0.292059,-2.494331,4.376627,3.48357
Snta1,0.202353,-2.549909,4.369571,3.477363
0610012G03Rik,0.076471,1.587671,4.354177,3.462817
Gp9,0.151471,-3.269576,4.346276,3.455762
Celf2,0.695294,-1.105926,4.337224,3.447553
Usp24,0.328529,-2.447961,4.332844,3.444016
Rpn2,0.519118,0.585668,4.329061,3.441074
Tomm7,0.130294,0.914243,4.321404,3.434256
Tanc2,0.775294,-0.956633,4.307414,3.421104
Speg,0.014118,2.436824,4.303631,3.418156
Fam49b,0.799412,-0.846747,4.29183,3.407189
Pgls,0.064118,1.408074,4.28574,3.401933
Ndufa2,0.185,0.950788,4.272841,3.389865
Asb10,0.016765,2.857053,4.263087,3.38094
Grap,0.099706,-2.485717,4.2598,3.378482
Bloc1s1,0.058529,1.288095,4.239033,3.358541
Acaca,0.012647,2.382977,4.23655,3.356883
Cyth4,0.821176,-0.845283,4.232266,3.353421
Kcnk12,0.111176,-2.776084,4.228995,3.350972
Tppp,0.121176,-4.269576,4.224647,3.347445
Slc44a1,0.055882,1.745922,4.221453,3.345069
Gm11518,0.126765,0.835306,4.214595,3.339028
Tpm3,0.786765,-0.977822,4.210687,3.335936
Cybasc3,0.289412,-1.659341,4.204207,3.33027
Etv5,0.254118,-1.713472,4.191996,3.318872
Siglece,0.063824,NaN,4.18218,3.309867
Acp2,0.680588,-1.149454,4.181029,3.309525
Ttyh3,0.335294,-1.328503,4.168511,3.297815
C3ar1,0.641765,0.529245,4.163837,3.293948
Lyl1,0.363529,-1.13572,4.161383,3.292299
Fcgr4,0.021765,1.997548,4.154828,3.286547
Sqrdl,0.205588,-1.771696,4.147744,3.280265
Kctd12,0.614706,-1.409423,4.13559,3.268912
Pde3b,0.862941,-1.007211,4.120014,3.254134
Tspan14,0.460882,-1.359763,4.109605,3.244524
Mgat4a,0.468529,-0.925985,4.106699,3.242414
Rbm39,0.770294,-1.077823,4.104286,3.240795
Hfe,0.312353,-1.944482,4.099224,3.236527
Ier5,0.407941,-1.518327,4.092262,3.230356
Klf2,0.113529,-4.175532,4.089328,3.228212
Usp2,0.658824,-1.0027,4.084287,3.22396
Sult1a1,0.244412,-1.407311,4.063246,3.203707
Ptpn1,0.507941,-1.157219,4.062406,3.203653
Slco4a1,0.061471,-4.875397,4.050997,3.193029
Aldoa,0.363529,0.694925,4.049198,3.192013
Nucb1,0.392353,0.653767,4.044378,3.187975
Gm13339,1.941471,0.523954,4.032236,3.176613
Ndufv3,0.067647,1.754656,4.02322,3.168376
Frmd4a,0.872059,-1.284002,4.015425,3.161359
Scoc,0.566471,-0.857843,4.01454,3.16125
Ccl12,0.192353,1.232032,4.007049,3.154534
Plekhm2,0.039118,1.168997,4.004838,3.153097
Cln5,0.219412,1.110704,4.003303,3.152333
Mbnl1,0.976765,-0.864032,4.002065,3.151866
Renbp,0.072353,1.466876,3.994367,3.144937
Abl1,0.28,-1.288069,3.985227,3.136565
Usp12,0.062647,1.267177,3.977535,3.12964
Klf7,0.163824,-2.534684,3.966585,3.119455
Atf3,0.025294,1.745547,3.92468,3.078314
Scand1,0.087059,1.251865,3.920998,3.075394
Tagap,0.193529,-2.400699,3.918282,3.07344
Asb2,0.142941,-2.005388,3.917604,3.073522
Mtus1,0.452647,-0.792919,3.914743,3.07142
Gba,0.214706,0.589336,3.905451,3.062885
Cd84,0.345294,0.399617,3.895051,3.05324
Fam110a,0.185,-3.42056,3.894157,3.053102
2410015M20Rik,0.060588,1.264403,3.891925,3.051623
Glipr1,0.033235,1.96015,3.876357,3.036807
Lyzl4,0.008824,2.568928,3.857281,3.018482
Slc11a1,0.494412,0.486455,3.853579,3.015529
Pkib,0.049412,1.658813,3.85283,3.015528
Gtf3c4,0.062941,0.96086,3.851331,3.014776
Fbrsl1,0.379412,-1.473287,3.849868,3.014058
Nckap1l,1.069706,-0.793223,3.841575,3.00651
Akap13,0.438824,-1.526194,3.834988,3.000666
Lrpap1,0.339118,0.66641,3.833901,3.000321
Rnf149,0.112941,1.111186,3.831626,2.998786
Upk1b,0.248824,-1.408736,3.824954,2.992853
U4atac,0.547941,-1.246815,3.822433,2.99107
H2-Ab1,0.108529,0.828047,3.812997,2.982371
H2-M3,0.070882,0.758277,3.808536,2.978646
Sash3,0.280294,-1.638106,3.802444,2.973288
Dock10,0.386176,-1.366818,3.788129,2.959706
Tnrc6b,0.326176,-1.890764,3.772105,2.944413
Hps3,0.239118,-2.280561,3.772054,2.945093
Wasf2,1.105294,-0.769992,3.765887,2.939655
Abcc3,0.359118,-1.514995,3.765546,2.940042
Plxna4,0.104412,-3.054751,3.758185,2.933408
Mycl1,0.065,NaN,3.755997,2.931945
Siglec5,0.053824,1.559436,3.746251,2.922925
Gtf2h2,0.215294,-1.282858,3.745027,2.922424
Napa,0.143529,0.846669,3.743225,2.921343
Scamp5,0.272353,-1.883355,3.732926,2.911766
Jak1,0.587059,-1.075651,3.73275,2.912309
Fundc2,0.038235,1.446219,3.724494,2.904771
Hist1h1e,0.345,-1.292563,3.720699,2.901694
Kif21b,0.201176,-1.631694,3.719289,2.901
Pecam1,0.402647,-1.494187,3.718992,2.901418
Pten,0.307647,-1.979537,3.717218,2.900357
Atp5h,0.182353,0.395041,3.715689,2.899541
Med12l,0.139706,-3.53626,3.710731,2.895294
Snx6,0.299412,-1.775855,3.700803,2.886076
Grina,0.220588,0.897764,3.698096,2.884079
Enpp1,0.008235,2.978803,3.690197,2.876887
Il7r,0.127941,-4.23247,3.683282,2.870679
Qk,1.737059,-0.540553,3.678978,2.86708
Tmem189,0.118824,0.817607,3.677555,2.866362
Pla2g15,0.948235,-0.785127,3.664537,2.854048
Il1b,0.005294,3.87149,3.662126,2.852338
Akirin2,0.432647,-1.243536,3.660045,2.850959
Il17ra,0.268235,-1.226141,3.654988,2.846601
Cnpy2,0.155294,0.921994,3.653967,2.84628
Nat8l,0.013235,2.054355,3.651951,2.844961
Srgn,0.372647,0.540176,3.645799,2.839505
Uqcr11,0.111176,0.801101,3.640853,2.835254
Hlf,0.112647,-3.941884,3.636822,2.831919
Nap1l1,0.077353,1.400373,3.623243,2.819032
Adora3,0.36,-1.677233,3.620554,2.817036
Mfsd1,0.197059,0.515407,3.618271,2.815444
Atp6v1c1,0.140588,1.115971,3.615115,2.812977
Glb1,0.133235,0.951109,3.598792,2.797344
Npnt,0.184706,0.811137,3.571785,2.771024
Abca9,0.476765,-1.460019,3.565944,2.76587
Ptp4a3,0.251176,-1.539808,3.56423,2.764841
Ggt5,0.088824,-4.82148,3.559904,2.7612
Rapgef5,0.148235,-2.787766,3.547346,2.749325
Gde1,0.102059,1.131263,3.542313,2.744975
1700017B05Rik,0.553824,-1.035628,3.542145,2.745488
Arrb2,0.513824,-0.964287,3.540042,2.744065
Chst1,0.021471,2.899525,3.538092,2.742794
Rnaset2a,1.242353,0.313578,3.530267,2.735647
Csf3r,0.395,0.728431,3.529182,2.735239
Tgfbr2,1.018824,0.644069,3.527451,2.734184
Uqcrq,0.173235,0.192081,3.520509,2.727916
Gm15920,0.07,0.819787,3.519501,2.727582
Pdlim4,0.298824,-2.225985,3.519152,2.727906
Tapbp,0.679412,0.478464,3.516192,2.725619
Mapk14,0.315294,-1.099701,3.509821,2.719918
Timm13,0.06,1.407464,3.496836,2.707603
Tgfb1,0.53,-0.911959,3.495758,2.707193
Il4i1,0.041176,1.403119,3.490567,2.70267
Lbr,0.162059,-1.229552,3.488003,2.700772
Tnfaip8l2,0.613529,-1.225895,3.483101,2.696536
C1qa,8.280882,-0.215596,3.481972,2.696072
Cnot8,0.331471,-1.417566,3.481059,2.695822
Ppp1r9a,0.240294,-1.831003,3.480137,2.695563
Padi2,0.025882,1.37253,3.475063,2.69115
Atn1,0.290882,0.465218,3.46038,2.677128
Tlr2,0.25,0.92401,3.460201,2.677609
Rgl1,0.110882,-2.772262,3.453526,2.671592
Clk1,0.295882,-1.650599,3.451053,2.669777
Tnfrsf11a,0.351471,-1.783502,3.445884,2.665264
Ssbp3,0.091471,-2.804952,3.431717,2.651752
Atp6v1g1,0.198235,0.229773,3.428526,2.649216
Gm6415,0.040294,1.34864,3.428179,2.649523
Copg,0.059412,1.006641,3.419994,2.641991
Slc16a3,0.038529,1.120467,3.419951,2.642599
Gm12630,0.359412,0.536935,3.414117,2.637416
Dhrs3,0.505294,0.623637,3.40928,2.633228
Bmf,0.259706,-1.454462,3.399971,2.624567
Hcfc1r1,0.070588,1.282624,3.395916,2.62116
Lsp1,0.118529,0.720358,3.390142,2.616034
D14Abb1e,0.165,-3.090441,3.389454,2.615991
Vdac2,0.454118,0.787364,3.385123,2.612305
Tmem170b,0.211765,-1.827001,3.384092,2.611918
Med28,0.134118,0.850821,3.370856,2.599324
Lpcat3,0.338529,-0.736797,3.368193,2.597304
Efr3a,0.097941,0.700511,3.359247,2.588998
Lst1,0.181765,-0.862072,3.355731,2.586123
Morc3,0.231765,-1.041897,3.353319,2.58435
Akna,0.150882,-1.663058,3.350855,2.582524
Npm1,0.463235,0.625511,3.340784,2.57309
Abi3,0.756471,-0.592831,3.335363,2.568305
Rgs7bp,0.104706,NaN,3.331605,2.565183
Slc46a1,0.217353,-1.578527,3.329605,2.563817
Comt,0.882059,-0.733885,3.317401,2.552247
Gnb2,0.362353,-1.259899,3.311006,2.546484
Dhcr7,0.026765,2.301447,3.300484,2.536594
Ttc7,0.150882,-1.904066,3.290608,2.527349
Arap3,0.187353,-2.023756,3.282892,2.520263
Pld1,0.242647,-2.348494,3.281902,2.519902
Mkrn1,0.276765,-1.424037,3.279089,2.517717
Tmem154,0.003529,4.954359,3.278967,2.518222
Vav1,0.603235,-0.773545,3.278041,2.517923
Gimap6,0.102647,-4.155689,3.267421,2.507928
Tmem100,0.255588,-1.361395,3.26212,2.503251
Ccng2,0.510588,-1.19488,3.261287,2.503041
Socs6,0.108824,1.111152,3.250248,2.492625
Arrdc4,0.043529,1.594052,3.243042,2.486041
Ppp2r5e,0.117647,-1.641969,3.242872,2.486492
Itgav,0.327059,-1.270171,3.236866,2.481106
Rgmb,0.238824,-1.415521,3.227995,2.472854
Lrrc8d,0.062059,0.962612,3.224925,2.470402
Arap2,0.034706,2.026135,3.213027,2.459122
Cryba4,0.105588,-3.40795,3.211419,2.45813
Pfdn5,0.303529,0.590573,3.198174,2.445501
Enpp2,0.029412,2.382863,3.197461,2.445402
Ralb,0.299706,-1.078827,3.191693,2.440248
Lag3,0.405588,0.723356,3.191254,2.440422
Plekho1,0.475588,-0.914253,3.189545,2.439325
Gm13341,0.195294,0.578456,3.180772,2.431163
Myst3,0.276765,-1.277904,3.177842,2.428844
Tle3,0.2,-1.796069,3.177287,2.428899
Myo1b,0.085294,-2.347947,3.174819,2.427039
Eng,0.293824,-1.503022,3.174496,2.427324
Ucp2,0.549706,0.401663,3.172807,2.426242
Tsc22d4,0.564706,-0.8199,3.16995,2.423991
Chmp6,0.042647,1.009605,3.166599,2.421245
Zfp36l2,0.229706,-1.285364,3.164043,2.419294
Hpgds,0.681176,-1.131138,3.163598,2.419452
Pwwp2a,0.216765,-1.671191,3.154421,2.410879
Rpl17-ps5,0.070294,0.885292,3.151521,2.40858
Il21r,0.162941,-1.872389,3.147596,2.405257
Sort1,0.507647,-1.072632,3.133897,2.392158
Gpi1,0.211471,0.364482,3.124652,2.383512
Frmd4b,0.330294,-1.171897,3.119159,2.378617
Gng2,0.283529,-1.254379,3.105931,2.365987
Txn1,0.164412,0.771347,3.094088,2.354741
Ldb1,0.208235,-1.790153,3.09269,2.35394
Zfyve21,0.047941,1.483234,3.079003,2.340848
Slfn8,0.202353,-1.979593,3.078569,2.341009
Sbf2,0.150294,-1.673364,3.074314,2.337347
Arhgdib,0.472647,-0.752103,3.067717,2.331342
Nampt,0.046176,1.265262,3.067562,2.33178
Gab1,0.148824,-2.220294,3.062833,2.327643
Stard9,0.184118,-2.676697,3.055101,2.320501
Mex3b,0.070588,-4.489966,3.050442,2.316431
Itga9,0.166765,-1.940203,3.024236,2.290814
Prdx6,0.068235,0.268602,3.021882,2.289048
H2-T23,0.259412,0.527108,3.019906,2.28766
Lpin2,0.263529,-1.168038,3.006998,2.275338
Arl11,0.091176,0.97369,2.997111,2.266036
Pptc7,0.152059,-1.772667,2.995051,2.264562
Rapgef6,0.204412,-1.827547,2.987035,2.25713
Gpx3,0,NaN,2.986807,2.257485
Ddx17,0.425294,-0.907667,2.985639,2.256899
Gm9858,0.064706,0.542455,2.979876,2.251719
Lgals8,0.137059,-2.199334,2.976716,2.24914
Lsmd1,0.071176,0.973795,2.970611,2.243615
Arl3,0.018235,1.007049,2.968074,2.241657
Use1,0.097059,0.900268,2.963496,2.237658
Cox7b,0.190294,0.581803,2.953389,2.228129
Sec62,0.788235,-0.848696,2.952868,2.228185
Unc93b1,1.252941,-0.502722,2.952784,2.228677
Eif5a,0.162647,0.818859,2.940333,2.216802
St6gal1,0.075588,1.314178,2.938745,2.215788
AC157822.1,0.159412,-1.021368,2.931872,2.20949
Eif3b,0.109412,0.892716,2.929401,2.207592
Frrs1,0.033824,1.693831,2.929225,2.207989
Coro1a,1.026471,-0.862908,2.927352,2.206687
Trim32,0.019706,2.166752,2.926798,2.206705
Aagab,0.166765,-1.628742,2.921041,2.201518
Herpud1,0.439118,-1.16129,2.91727,2.198317
Hvcn1,0.432647,0.452764,2.913521,2.195137
1810027O10Rik,0.061765,1.426056,2.91231,2.194494
Abca1,0.469118,-0.903497,2.906122,2.188873
9130401M01Rik,0.016176,2.269771,2.90136,2.184677
Upp2,0.017647,2.084943,2.89733,2.181213
Rgs10,2.078824,-0.485482,2.892528,2.176977
Ik,0.413235,-1.245014,2.880746,2.165759
Hsd17b12,0.13,0.567622,2.879261,2.164838
Ccnd1,0.32,-1.046047,2.869978,2.156118
Rab39,0.145588,-2.949398,2.868841,2.155543
Pxn,0.200882,-1.539386,2.868225,2.155488
Med13l,0.287647,-1.01958,2.863672,2.151496
Chsy1,0.232941,-1.55899,2.8634,2.151784
Ip6k1,0.196176,-1.483492,2.856217,2.14516
Cd33,0.205588,-1.369259,2.855893,2.145395
Ndufb5,0.149412,0.577987,2.85318,2.143239
Gm10222,0.714118,0.404193,2.851856,2.142472
Dbp,0.085294,-3.888515,2.845724,2.136897
Tuba1c,0.031765,1.699126,2.845317,2.137046
Plxnb2,0.896765,-0.753474,2.844971,2.137255
Neurl1a,0.186176,-2.429705,2.838081,2.130919
Ogfrl1,0.480588,-0.632777,2.835163,2.128554
Ddx31,0.043824,0.996498,2.832113,2.126058
Mrc1,0.107353,-2.394388,2.83039,2.124887
Ntpcr,0.363529,-1.122088,2.824831,2.119879
Cdk5r1,0.224118,-1.846867,2.821883,2.117482
Tmbim1,0.077941,1.195741,2.820291,2.11644
1110038B12Rik,0.025588,1.422442,2.819979,2.116677
Lipa,0.302647,0.474191,2.816811,2.114059
1500010J02Rik,0.35,-1.255501,2.814916,2.112711
Rgs19,0.385588,-1.576123,2.811683,2.110026
Crim1,0.088235,-3.226932,2.810938,2.109828
Rp2h,0.314412,-1.147935,2.803903,2.103338
Txndc17,0.091765,0.947439,2.803572,2.103552
Rpl36al,0.258235,0.256009,2.790373,2.090898
Slc4a7,0.215882,-1.49785,2.788496,2.089565
Ep300,0.378235,-1.156863,2.786542,2.088154
Arhgdia,0.619706,0.610368,2.769782,2.071936
Sipa1,0.426471,-1.119128,2.766476,2.069172
Pik3cg,0.536471,-0.98412,2.76545,2.068688
Maged1,0.083235,0.302014,2.761889,2.065667
Zbtb7a,0.437647,-1.327818,2.761348,2.065666
Rab14,1.049412,-0.640263,2.758493,2.06335
Cd300a,0.301471,-1.024788,2.757119,2.062514
Bcl2,0.066471,0.429636,2.75436,2.060294
Adrb1,0.326765,-1.945831,2.744738,2.051209
Fcrls,3.126176,-0.411256,2.731323,2.03833
Cux1,0.169412,0.295032,2.719414,2.026957
Arpc3,0.211176,0.75775,2.718626,2.026704
Ndufa13,0.242647,0.321131,2.696308,2.004921
Cotl1,0.465294,0.477058,2.695302,2.004448
Adar,0.058235,1.377531,2.694438,2.004117
Smndc1,0.141176,-1.615497,2.689503,1.999715
Ldhb,0.679412,-0.997419,2.687494,1.998238
Tpp1,0.706176,0.437803,2.685441,1.996716
Gm9846,0.109118,0.420808,2.684901,1.996707
Cd37,0.652059,0.359621,2.684341,1.996676
Cox6b1,0.232059,0.541236,2.680278,1.993143
Lat2,0.165,0.510677,2.674199,1.987593
Pura,0.4,-0.992466,2.661167,1.975089
Egr2,0.000588,5.291394,2.658905,1.973354
Son,0.852353,-1.0634,2.64966,1.964636
Tmem135,0.307059,-1.179136,2.648548,1.96405
Sykb,0.231765,-1.380699,2.64509,1.961118
Arhgef7,0.053529,1.150716,2.642834,1.959386
Sdcbp,0.467647,0.600163,2.642325,1.959402
Jmjd1c,0.377941,-1.381848,2.642313,1.959913
Gm8292,0.294412,0.57382,2.638616,1.956739
Glrx3,0.129706,0.469392,2.635671,1.954316
Slc29a3,0.844118,-0.80625,2.633849,1.953016
Gm10012,0.100882,0.594773,2.62748,1.947168
Arpc1b,0.405588,0.355297,2.62674,1.946948
Nfam1,0.29,-1.159285,2.620885,1.941614
Ncoa2,0.104118,-2.548181,2.61779,1.939038
Epn2,0.089412,-2.058413,2.617788,1.939554
Ypel2,0.068235,-1.778091,2.615685,1.937969
Plod1,0.499412,-0.783916,2.609516,1.932317
Dhx32,0.024118,2.139746,2.609371,1.932689
H2-Aa,0.102647,0.958526,2.606704,1.930538
Dram2,0.270294,-1.172755,2.606564,1.930914
Dld,0.074118,0.534162,2.602483,1.927347
Cxxc5,0.620294,-0.700606,2.600498,1.925877
6230427J02Rik,0.326471,-1.234533,2.599396,1.925288
Tbl1x,0.24,-1.39752,2.596559,1.922964
Apbb1ip,1.03,-0.626852,2.593764,1.920682
2010002N04Rik,0.012059,2.405147,2.59352,1.92095
Cndp2,0.142647,0.377727,2.592812,1.920753
B230219D22Rik,0.275,-1.076859,2.591163,1.919615
Dip2b,0.322353,-0.860929,2.588225,1.917187
Nars,0.480294,-0.904709,2.586349,1.91582
Hmha1,0.370882,-1.021307,2.574463,1.904443
Lhfpl2,0.355588,0.225359,2.573967,1.904455
Cct2,0.294118,0.399508,2.573788,1.904784
36951,0.447647,-1.684508,2.573169,1.904672
Srsf3,0.347647,-1.151051,2.572728,1.904737
Bptf,0.238824,-1.511446,2.572324,1.904839
Dnajc15,0.011471,2.054355,2.569965,1.902986
Cggbp1,0.237647,-1.486399,2.56473,1.898255
Chd6,0.123529,-2.596881,2.562438,1.896467
Nme1,0.042647,0.472232,2.560169,1.894702
E2f3,0.081471,-3.194317,2.552662,1.887698
Col4a1,0.036176,0.683863,2.551188,1.886726
Dpcd,0.018824,2.171812,2.550587,1.886627
2010107E04Rik,0.176765,0.433631,2.550405,1.886946
2510006D16Rik,0.244706,0.653123,2.550003,1.887045
Jtb,0.128529,0.764376,2.547331,1.884873
Ccdc47,0.362059,-1.871411,2.544882,1.882924
Fmnl3,0.341471,-1.110785,2.540455,1.878995
Nav3,0.360588,-1.278034,2.538153,1.877191
Gpam,0.08,-3.168038,2.538015,1.877551
Gnb4,0.094706,-3.592064,2.531646,1.871679
Adnp,0.227059,-1.073994,2.528838,1.869368
Atp5j,0.158824,0.19809,2.523169,1.864195
Csk,0.341471,-1.000462,2.519165,1.860687
Gm10801,0.109412,-0.952309,2.518206,1.860223
Rbm7,0.207941,-3.348202,2.508753,1.851264
Mlec,0.518824,-1.155011,2.508645,1.85165
Gnptab,0.034412,1.131522,2.508415,1.851913
Snx5,1.05,-0.607802,2.507561,1.851552
Rbbp6,0.260588,-1.970516,2.506424,1.850907
Timm9,0.019706,1.273668,2.506145,1.851119
Psap,1.999706,0.420527,2.503071,1.848536
Usp22,0.173824,-1.341629,2.494748,1.840703
Taok1,0.379118,-0.900162,2.491121,1.837567
Lmbrd2,0.001471,5.368015,2.490609,1.837544
Sf1,0.202059,-1.810844,2.489813,1.837237
Lcp2,0.317941,-1.051432,2.488988,1.8369
Plcl2,0.443235,-0.970614,2.48623,1.83463
Dip2c,0.045294,NaN,2.484589,1.833476
Limd2,0.503529,-0.943721,2.480161,1.829535
Ankrd11,0.235294,-1.489966,2.474985,1.824845
Gpr84,0.173529,0.980538,2.473382,1.823727
U6atac,0.177353,-1.703612,2.472881,1.823711
Arid3a,0.092647,-1.739325,2.472687,1.824002
Casc3,0.112059,-0.986798,2.471751,1.82355
Aes,0.119706,0.396697,2.470673,1.822955
Ctdnep1,0.071176,0.783464,2.47029,1.823054
Capza2,0.928824,-0.654562,2.466836,1.820083
Rnf150,0.043824,0.657188,2.463244,1.816972
Jmjd6,0.095588,-2.811894,2.457531,1.811741
Eef1d,0.180588,0.482757,2.447834,1.802524
Ccl24,0.069118,-5.044555,2.443729,1.798899
Plin2,0.045882,1.030376,2.442479,1.798129
Srsf4,0.129412,-1.609548,2.438502,1.794632
Tcfe3,0.277647,-1.64129,2.434566,1.791174
Itm2c,1.309118,0.304505,2.434487,1.791573
BC013712,0.267941,-1.799673,2.430845,1.788409
Anxa3,0.360588,0.715602,2.429478,1.787519
Atp5k,0.161176,0.538061,2.420915,1.779432
Tep1,0.057059,0.875905,2.420633,1.779626
Clcn5,0.133824,-1.975393,2.418858,1.778326
Etv3,0.137059,-1.290757,2.413318,1.773261
Tnpo1,0.166176,-1.623644,2.401293,1.761711
Pdhb,0.091176,0.690264,2.399739,1.760631
Arhgef10l,0.076176,-2.661284,2.395551,1.756915
Rab11fip5,0.112059,0.408062,2.388853,1.75069
Snx2,0.286765,-1.342409,2.384712,1.747022
Rnf6,0.164118,-1.91712,2.374749,1.73753
Gng10,0.684412,-0.752381,2.374102,1.737354
Ccl9,0.327353,-1.299591,2.373398,1.737121
Snrpb,0.180882,0.374874,2.37288,1.737074
Psme1,0.215,0.5709,2.372363,1.737026
Aprt,0.040294,1.688126,2.368655,1.733788
Sod1,0.245,0.854303,2.363173,1.728774
Lars2,0.572353,-1.012185,2.355156,1.721225
Dnm2,0.439706,-1.088259,2.353135,1.719673
Gpr155,0.436471,-0.978799,2.347468,1.714473
Tpm4,0.089706,-0.063151,2.346006,1.713478
Ubxn1,0.192353,0.203329,2.344982,1.71292
Gpr165,0.041176,NaN,2.343053,1.711457
Clip1,0.196765,0.498668,2.334135,1.703003
Ap2s1,0.128235,0.358399,2.333046,1.70238
Ddost,0.277647,0.536159,2.332057,1.701855
Bsg,0.603824,0.34808,2.33128,1.701542
Ndufs6,0.095,1.024049,2.331248,1.701973
Dock4,0.090588,-1.3263,2.331095,1.702283
Setd1b,0.066765,-2.746659,2.322936,1.694586
Faf1,0.081176,-1.168038,2.322381,1.694493
Pafah1b1,0.371176,-1.22636,2.318588,1.69116
Cdk4,0.109118,0.645415,2.311403,1.684437
Mknk2,0.207353,-1.585123,2.310246,1.68374
Rere,0.173235,-1.524672,2.308128,1.682082
Myo1f,0.251765,0.594321,2.30387,1.678283
Tmem86a,0.777353,-0.471256,2.298699,1.67357
Dyrk1a,0.200588,-0.90924,2.294479,1.669809
Arhgef40,0.225882,-1.543547,2.292911,1.668699
Mblac2,0.014706,2.482727,2.292755,1.669001
Gpr183,0.487059,-0.901523,2.291816,1.668518
Arhgap5,0.865588,-0.809996,2.289853,1.667012
Orai1,0.308235,-0.99689,2.289558,1.667172
39142,0.101765,-1.193275,2.288546,1.666616
Arpc5,0.307059,0.535375,2.280416,1.658942
Plekha2,0.152941,-1.462485,2.278494,1.657474
Lair1,1.165,-0.693422,2.276656,1.65609
Asah1,0.721471,-0.658532,2.275132,1.655019
1810013L24Rik,0.125882,-0.80098,2.273122,1.653463
Lactb,0.169118,-1.859723,2.27112,1.651913
Celf1,0.269412,-1.35619,2.26489,1.646135
Kpna1,0.114412,-2.642381,2.26306,1.644757
Ttf1,0.018529,2.297626,2.262751,1.644899
Pcp4,0.014118,1.054355,2.260012,1.642611
Ell2,0.012941,2.903912,2.258918,1.641967
Arid1a,0.5,-0.739486,2.253151,1.63665
Ppib,0.526471,0.358255,2.252008,1.635957
Rps6kc1,0.074706,0.023187,2.250081,1.634478
Rps6kb2,0.055588,-0.642817,2.24873,1.633576
Fam53b,0.131176,-2.062047,2.245523,1.630816
Srebf2,0.009706,2.670211,2.244862,1.630603
Vps13c,0.03,1.090274,2.238905,1.625093
Nsmce1,0.027353,1.292803,2.237518,1.624153
Tmpo,0.163824,-2.099747,2.237362,1.624443
Slc1a2,0.002353,3.355524,2.233402,1.620928
Rps27l,0.155588,0.576001,2.232507,1.620479
B230354K17Rik,0.095,-2.374145,2.232413,1.620829
4931406P16Rik,0.055588,1.367752,2.225653,1.614514
Pbrm1,0.250588,-0.742876,2.221342,1.610647
Hspe1,0.176765,0.395157,2.220485,1.610233
Pik3r5,0.247353,-1.001357,2.216237,1.606428
Mfge8,0.032353,1.138065,2.213288,1.603921
Zfp217,0.140588,-1.186262,2.211012,1.602088
Thbs1,0.012353,1.668463,2.210228,1.601745
Siva1,0.022353,1.059768,2.20813,1.600088
Stambpl1,0.117647,-3.111454,2.206512,1.59891
Rragc,0.177647,0.400912,2.203382,1.596221
Vapa,0.466765,-0.920541,2.200232,1.593511
Ptprc,0.434706,0.31096,2.200002,1.59372
Mylip,0.628235,-0.815106,2.199667,1.593824
E230001N04Rik,0.043235,-3.560355,2.197835,1.592431
Herc1,0.178824,-1.570475,2.196731,1.591765
S100a8,0.135,-1.584123,2.186596,1.582067
Abcc5,0.130294,-1.914807,2.186527,1.582435
Azin1,0.105294,0.749026,2.185068,1.581413
Aftph,0.330294,-1.015778,2.184521,1.581303
Gm6483,0.449118,-0.902172,2.182725,1.579942
Ap1b1,0.227647,-1.070741,2.182199,1.579851
Tnip2,0.035294,0.611572,2.1764,1.574488
Rab5c,0.062059,0.872414,2.174766,1.573288
Mfap3,0.360588,-1.485267,2.159641,1.558597
Zfp532,0.084412,-1.975393,2.158223,1.557612
Sh3kbp1,0.237059,0.501507,2.157295,1.557118
Prkab1,0.167059,-1.014004,2.151501,1.551757
Hck,0.296765,-1.069933,2.148518,1.549206
Zbtb20,0.256765,-1.360447,2.145751,1.546871
Ddrgk1,0.174118,0.294934,2.144866,1.546417
Snx3,0.261176,0.327565,2.143565,1.545547
