ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,
GO:2000177,regulation of neural precursor cell proliferation,Apr-60,103/15833,0.000622756,0.008405423,0.005822009,Btg2/Cx3cr1/Il1b/Id2,4,
GO:0060907,positive regulation of macrophage cytokine production,Feb-60,10/15833,0.000623201,0.008405423,0.005822009,Cd74/Tlr2,2,
GO:0032653,regulation of interleukin-10 production,Mar-60,45/15833,0.000655562,0.008732738,0.006048723,Cd83/Tlr2/Vsir,3,
GO:0050702,interleukin-1 beta secretion,Mar-60,45/15833,0.000655562,0.008732738,0.006048723,Ccl3/Lpl/Tlr2,3,
GO:0055076,transition metal ion homeostasis,Apr-60,105/15833,0.000669537,0.008864176,0.006139764,Fth1/Ftl1/Mt1/Hmox1,4,
GO:0048247,lymphocyte chemotaxis,Mar-60,46/15833,0.000699416,0.00920329,0.006374651,Ccl3/Ccl4/Cxcl10,3,
GO:0001819,positive regulation of cytokine production,Jul-60,396/15833,0.000715976,0.009364097,0.006486034,Ccl3/Ccl4/Cd74/Cd83/Lpl/Tlr2/Il1b,7,
GO:0051249,regulation of lymphocyte activation,Jul-60,397/15833,0.000726689,0.009446955,0.006543425,Cd74/Cd83/Axl/Vsir/Il1b/Id2/Hsp90aa1,7,
GO:1903039,positive regulation of leukocyte cell-cell adhesion,May-60,189/15833,0.000737709,0.009532789,0.006602878,Cd74/Cd83/Vsir/Il1b/Hsp90aa1,5,
GO:1901570,fatty acid derivative biosynthetic process,Mar-60,47/15833,0.000745097,0.009570952,0.006629312,Cd74/Ltc4s/Il1b,3,
GO:0034375,high-density lipoprotein particle remodeling,Feb-60,11/15833,0.000759834,0.009611073,0.006657101,Apoe/Lpl,2,
GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,Feb-60,11/15833,0.000759834,0.009611073,0.006657101,Cd74/Lpl,2,
GO:0002456,T cell mediated immunity,Apr-60,109/15833,0.000770489,0.009611073,0.006657101,H2-D1/H2-K1/Vsir/Il1b,4,
GO:0042089,cytokine biosynthetic process,Apr-60,109/15833,0.000770489,0.009611073,0.006657101,Zfp36/Tlr2/Cx3cr1/Il1b,4,
GO:0051701,interaction with host,Apr-60,109/15833,0.000770489,0.009611073,0.006657101,Cd74/Ctsb/Axl/Tlr2,4,
GO:0032732,positive regulation of interleukin-1 production,Mar-60,48/15833,0.000792637,0.009718807,0.006731723,Ccl3/Lpl/Tlr2,3,
GO:0046718,viral entry into host cell,Mar-60,48/15833,0.000792637,0.009718807,0.006731723,Cd74/Ctsb/Axl,3,
GO:0060760,positive regulation of response to cytokine stimulus,Mar-60,48/15833,0.000792637,0.009718807,0.006731723,Cd74/Axl/Tlr2,3,
GO:0043903,regulation of symbiosis, encompassing mutualism through parasitism,May-60,193/15833,0.000810666,0.009883707,0.006845941,Apoe/Ccl4/Cd74/Zfp36/Tlr2,5
GO:0031348,negative regulation of defense response,May-60,194/15833,0.000829718,0.010059167,0.006967473,Apoe/Cst7/Ier3/Zfp36/Cx3cr1,5,
GO:0032613,interleukin-10 production,Mar-60,49/15833,0.000842064,0.01015181,0.007031642,Cd83/Tlr2/Vsir,3,
GO:0032102,negative regulation of response to external stimulus,Jun-60,295/15833,0.000855516,0.010256681,0.007104281,Apoe/Dusp1/Cst7/Ier3/Zfp36/Cx3cr1,6,
GO:0002440,production of molecular mediator of immune response,May-60,196/15833,0.000868825,0.010323679,0.007150687,Cd74/Tlr2/Vsir/Il1b/Hmox1,5,
GO:0048872,homeostasis of number of cells,Jun-60,296/15833,0.000870672,0.010323679,0.007150687,Cd74/Axl/Zfp36/Id2/Klf2/Hmox1,6,
GO:0042107,cytokine metabolic process,Apr-60,113/15833,0.000881764,0.01039807,0.007202215,Zfp36/Tlr2/Cx3cr1/Il1b,4,
GO:0002720,positive regulation of cytokine production involved in immune response,Mar-60,50/15833,0.000893408,0.010460123,0.007245196,Cd74/Tlr2/Il1b,3,
GO:0060211,regulation of nuclear-transcribed mRNA poly(A) tail shortening,Feb-60,12/15833,0.000909578,0.010460123,0.007245196,Btg2/Zfp36,2,
GO:0060213,positive regulation of nuclear-transcribed mRNA poly(A) tail shortening,Feb-60,12/15833,0.000909578,0.010460123,0.007245196,Btg2/Zfp36,2,
GO:1900272,negative regulation of long-term synaptic potentiation,Feb-60,12/15833,0.000909578,0.010460123,0.007245196,Apoe/Cx3cr1,2,
GO:0002761,regulation of myeloid leukocyte differentiation,Apr-60,114/15833,0.000911262,0.010460123,0.007245196,Ccl3/Cd74/Fos/Id2,4,
GO:1905517,macrophage migration,Mar-60,51/15833,0.000946699,0.010809398,0.00748712,Ccl3/Cx3cr1/P2ry12,3,
GO:0031668,cellular response to extracellular stimulus,May-60,201/15833,0.000972609,0.010975833,0.007602401,Atf3/Fos/Lpl/Axl/P2ry12,5,
GO:0002696,positive regulation of leukocyte activation,Jun-60,303/15833,0.000982664,0.010975833,0.007602401,Cd74/Cd83/Axl/Vsir/Il1b/Hsp90aa1,6,
GO:0030260,entry into host cell,Mar-60,52/15833,0.001001964,0.010975833,0.007602401,Cd74/Ctsb/Axl,3,
GO:0044409,entry into host,Mar-60,52/15833,0.001001964,0.010975833,0.007602401,Cd74/Ctsb/Axl,3,
GO:0048002,antigen processing and presentation of peptide antigen,Mar-60,52/15833,0.001001964,0.010975833,0.007602401,Cd74/H2-D1/H2-K1,3,
GO:0050701,interleukin-1 secretion,Mar-60,52/15833,0.001001964,0.010975833,0.007602401,Ccl3/Lpl/Tlr2,3,
GO:0051806,entry into cell of other organism involved in symbiotic interaction,Mar-60,52/15833,0.001001964,0.010975833,0.007602401,Cd74/Ctsb/Axl,3,
GO:0051828,entry into other organism involved in symbiotic interaction,Mar-60,52/15833,0.001001964,0.010975833,0.007602401,Cd74/Ctsb/Axl,3,
GO:0045687,positive regulation of glial cell differentiation,Mar-60,53/15833,0.001059233,0.011544567,0.007996334,Tlr2/Il1b/Id2,3,
GO:0002821,positive regulation of adaptive immune response,Apr-60,120/15833,0.001103034,0.011961544,0.008285153,Cd74/H2-D1/H2-K1/Il1b,4,
GO:0002711,positive regulation of T cell mediated immunity,Mar-60,54/15833,0.001118532,0.012007048,0.008316671,H2-D1/H2-K1/Il1b,3,
GO:0032663,regulation of interleukin-2 production,Mar-60,54/15833,0.001118532,0.012007048,0.008316671,Cd83/Zfp36/Il1b,3,
GO:0010876,lipid localization,Jun-60,311/15833,0.001123922,0.012007048,0.008316671,Apoe/Spp1/Nfkbia/Lpl/Apoc1/Il1b,6,
GO:0050867,positive regulation of cell activation,Jun-60,317/15833,0.001239739,0.013137626,0.009099765,Cd74/Cd83/Axl/Vsir/Il1b/Hsp90aa1,6,
GO:0010875,positive regulation of cholesterol efflux,Feb-60,14/15833,0.001248014,0.013137626,0.009099765,Apoe/Nfkbia,2,
GO:2000341,regulation of chemokine (C-X-C motif) ligand 2 production,Feb-60,14/15833,0.001248014,0.013137626,0.009099765,Cd74/Lpl,2,
GO:2001234,negative regulation of apoptotic signaling pathway,May-60,213/15833,0.001259178,0.01319081,0.009136603,Cd74/Ier3/Cx3cr1/Il1b/Hmox1,5,
GO:0006706,steroid catabolic process,Feb-60,15/15833,0.001436509,0.014622582,0.010128319,Apoe/Spp1,2,
GO:0010935,regulation of macrophage cytokine production,Feb-60,15/15833,0.001436509,0.014622582,0.010128319,Cd74/Tlr2,2,
GO:0030730,sequestering of triglyceride,Feb-60,15/15833,0.001436509,0.014622582,0.010128319,Lpl/Il1b,2,
GO:0051044,positive regulation of membrane protein ectodomain proteolysis,Feb-60,15/15833,0.001436509,0.014622582,0.010128319,Apoe/Il1b,2,
GO:0070262,peptidyl-serine dephosphorylation,Feb-60,15/15833,0.001436509,0.014622582,0.010128319,Dusp1/Ppp1r15a,2,
GO:0072567,chemokine (C-X-C motif) ligand 2 production,Feb-60,15/15833,0.001436509,0.014622582,0.010128319,Cd74/Lpl,2,
GO:0045600,positive regulation of fat cell differentiation,Mar-60,59/15833,0.001446438,0.014654525,0.010150444,Lpl/Zfp36/Id2,3,
GO:0071356,cellular response to tumor necrosis factor,Apr-60,131/15833,0.001525404,0.015382343,0.010654567,Ccl3/Ccl4/Nfkbia/Zfp36,4,
GO:0022409,positive regulation of cell-cell adhesion,May-60,224/15833,0.001572889,0.015787415,0.01093514,Cd74/Cd83/Vsir/Il1b/Hsp90aa1,5,
GO:0032623,interleukin-2 production,Mar-60,61/15833,0.001592748,0.015825929,0.010961816,Cd83/Zfp36/Il1b,3,
GO:0051048,negative regulation of secretion,May-60,226/15833,0.001635594,0.015825929,0.010961816,Apoe/Cd74/P2ry12/Il1b/Hmox1,5,
GO:0006691,leukotriene metabolic process,Feb-60,16/15833,0.001637729,0.015825929,0.010961816,Tlr2/Ltc4s,2,
GO:0010832,negative regulation of myotube differentiation,Feb-60,16/15833,0.001637729,0.015825929,0.010961816,Tmem119/Cxcl10,2,
GO:0032700,negative regulation of interleukin-17 production,Feb-60,16/15833,0.001637729,0.015825929,0.010961816,Tlr2/Vsir,2,
GO:0034368,protein-lipid complex remodeling,Feb-60,16/15833,0.001637729,0.015825929,0.010961816,Apoe/Lpl,2,
GO:0034369,plasma lipoprotein particle remodeling,Feb-60,16/15833,0.001637729,0.015825929,0.010961816,Apoe/Lpl,2,
GO:0071498,cellular response to fluid shear stress,Feb-60,16/15833,0.001637729,0.015825929,0.010961816,Spp1/Klf2,2,
GO:0051961,negative regulation of nervous system development,Jun-60,335/15833,0.001642729,0.015825929,0.010961816,Apoe/H2-D1/H2-K1/Tlr2/Il1b/Id2,6,
GO:0031349,positive regulation of defense response,Jun-60,336/15833,0.001667727,0.015995358,0.011079171,Ccl3/Cd74/Nfkbia/Lpl/Tlr2/Il1b,6,
GO:0032675,regulation of interleukin-6 production,Apr-60,135/15833,0.001703557,0.016266709,0.011267122,Lpl/Tlr2/Il1b/Klf2,4,
GO:0043410,positive regulation of MAPK cascade,Jul-60,461/15833,0.001727062,0.016418499,0.011372259,Apoe/Ccl3/Ccl4/Cd74/Gadd45b/Tlr2/Il1b,7,
GO:0051896,regulation of protein kinase B signaling,Apr-60,136/15833,0.001750259,0.016566052,0.011474462,Axl/Cx3cr1/P2ry12/Hsp90aa1,4,
GO:0031330,negative regulation of cellular catabolic process,May-60,230/15833,0.001766503,0.016646787,0.011530383,Ier3/Rpl23/Zfp36/Cst3/Hmox1,5,
GO:0071496,cellular response to external stimulus,May-60,231/15833,0.0018004,0.016788657,0.011628649,Atf3/Fos/Lpl/Axl/P2ry12,5,
GO:0050715,positive regulation of cytokine secretion,Apr-60,138/15833,0.001846322,0.016788657,0.011628649,Ccl3/Lpl/Tlr2/Il1b,4,
GO:0002486,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent,Feb-60,17/15833,0.001851576,0.016788657,0.011628649,H2-D1/H2-K1,2
GO:0007252,I-kappaB phosphorylation,Feb-60,17/15833,0.001851576,0.016788657,0.011628649,Tlr2/Cx3cr1,2,
GO:0010934,macrophage cytokine production,Feb-60,17/15833,0.001851576,0.016788657,0.011628649,Cd74/Tlr2,2,
GO:0034367,protein-containing complex remodeling,Feb-60,17/15833,0.001851576,0.016788657,0.011628649,Apoe/Lpl,2,
GO:0035994,response to muscle stretch,Feb-60,17/15833,0.001851576,0.016788657,0.011628649,Nfkbia/Fos,2,
GO:1900151,regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,Feb-60,17/15833,0.001851576,0.016788657,0.011628649,Btg2/Zfp36,2
GO:1900153,positive regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay,Feb-60,17/15833,0.001851576,0.016788657,0.011628649,Btg2/Zfp36,2
GO:0051250,negative regulation of lymphocyte activation,Apr-60,139/15833,0.0018957,0.01711682,0.01185595,Cd74/Axl/Vsir/Id2,4,
GO:0043407,negative regulation of MAP kinase activity,Mar-60,65/15833,0.00191244,0.017196022,0.01191081,Apoe/Dusp1/Il1b,3,
GO:0051051,negative regulation of transport,Jul-60,470/15833,0.001927488,0.017259419,0.011954721,Apoe/Cd74/Ier3/Tlr2/P2ry12/Il1b/Hmox1,7,
GO:0032635,interleukin-6 production,Apr-60,142/15833,0.002049322,0.018153347,0.0125739,Lpl/Tlr2/Il1b/Klf2,4,
GO:0002476,antigen processing and presentation of endogenous peptide antigen via MHC class Ib,Feb-60,18/15833,0.002077955,0.018153347,0.0125739,H2-D1/H2-K1,2,
GO:0002484,antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway,Feb-60,18/15833,0.002077955,0.018153347,0.0125739,H2-D1/H2-K1,2,
GO:0019433,triglyceride catabolic process,Feb-60,18/15833,0.002077955,0.018153347,0.0125739,Apoe/Lpl,2,
GO:0046697,decidualization,Feb-60,18/15833,0.002077955,0.018153347,0.0125739,Junb/Ctsb,2,
GO:0048711,positive regulation of astrocyte differentiation,Feb-60,18/15833,0.002077955,0.018153347,0.0125739,Il1b/Id2,2,
GO:0035914,skeletal muscle cell differentiation,Mar-60,67/15833,0.002086205,0.018153347,0.0125739,Atf3/Fos/Btg2,3,
GO:0045665,negative regulation of neuron differentiation,May-60,241/15833,0.002166195,0.018773689,0.013003579,Apoe/H2-D1/H2-K1/Il1b/Id2,5,
GO:0043900,regulation of multi-organism process,Jun-60,355/15833,0.00220018,0.018962425,0.013134307,Apoe/Ccl4/Cd74/Zfp36/Tlr2/Il1b,6,
GO:0010038,response to metal ion,May-60,242/15833,0.002205546,0.018962425,0.013134307,Fos/Junb/Mt1/Id2/Hmox1,5,
GO:0014013,regulation of gliogenesis,Apr-60,146/15833,0.002267283,0.019206159,0.013303129,Tlr2/P2ry12/Il1b/Id2,4,
GO:2001236,regulation of extrinsic apoptotic signaling pathway,Apr-60,146/15833,0.002267283,0.019206159,0.013303129,Atf3/Cx3cr1/Il1b/Hmox1,4,
GO:0021885,forebrain cell migration,Mar-60,69/15833,0.002269495,0.019206159,0.013303129,Axl/Cx3cr1/P2ry12,3,
GO:0055072,iron ion homeostasis,Mar-60,69/15833,0.002269495,0.019206159,0.013303129,Fth1/Ftl1/Hmox1,3,
GO:0002428,antigen processing and presentation of peptide antigen via MHC class Ib,Feb-60,19/15833,0.002316771,0.019216741,0.013310459,H2-D1/H2-K1,2,
GO:0010743,regulation of macrophage derived foam cell differentiation,Feb-60,19/15833,0.002316771,0.019216741,0.013310459,Nfkbia/Lpl,2,
GO:0010874,regulation of cholesterol efflux,Feb-60,19/15833,0.002316771,0.019216741,0.013310459,Apoe/Nfkbia,2,
GO:0045076,regulation of interleukin-2 biosynthetic process,Feb-60,19/15833,0.002316771,0.019216741,0.013310459,Zfp36/Il1b,2,
GO:0061081,positive regulation of myeloid leukocyte cytokine production involved in immune response,Feb-60,19/15833,0.002316771,0.019216741,0.013310459,Cd74/Tlr2,2,
GO:0034612,response to tumor necrosis factor,Apr-60,147/15833,0.002324175,0.019216741,0.013310459,Ccl3/Ccl4/Nfkbia/Zfp36,4,
GO:0034103,regulation of tissue remodeling,Mar-60,70/15833,0.002364768,0.019477745,0.013491243,Spp1/Tmem119/Klf6,3,
GO:1903707,negative regulation of hemopoiesis,Apr-60,148/15833,0.002382045,0.019545449,0.013538139,Cd74/Nfkbia/Zfp36/Id2,4,
GO:0030168,platelet activation,Mar-60,71/15833,0.002462488,0.020128976,0.013942318,Apoe/Axl/P2ry12,3,
GO:0042176,regulation of protein catabolic process,Jun-60,366/15833,0.0025622,0.020833062,0.014430003,Apoe/Ier3/Rpl23/Cst3/Il1b/Hsp90aa1,6,
GO:1904469,positive regulation of tumor necrosis factor secretion,Feb-60,20/15833,0.002567931,0.020833062,0.014430003,Lpl/Tlr2,2,
GO:0030217,T cell differentiation,May-60,252/15833,0.002628345,0.021243327,0.014714172,Cd74/Cd83/Vsir/Il1b/Hsp90aa1,5,
GO:0051090,regulation of DNA-binding transcription factor activity,Jun-60,370/15833,0.002704399,0.021776466,0.01508345,Nfkbia/Tlr2/Cx3cr1/Il1b/Id2/Hmox1,6,
GO:0002449,lymphocyte mediated immunity,May-60,254/15833,0.002719507,0.021816713,0.015111327,Cd74/H2-D1/H2-K1/Vsir/Il1b,5,
GO:0007611,learning or memory,May-60,256/15833,0.002812946,0.022381064,0.015502225,Apoe/Btg2/Tlr2/Cx3cr1/Il1b,5,
GO:0032897,negative regulation of viral transcription,Feb-60,21/15833,0.002831339,0.022381064,0.015502225,Ccl4/Zfp36,2,
GO:0042094,interleukin-2 biosynthetic process,Feb-60,21/15833,0.002831339,0.022381064,0.015502225,Zfp36/Il1b,2,
GO:1901623,regulation of lymphocyte chemotaxis,Feb-60,21/15833,0.002831339,0.022381064,0.015502225,Ccl4/Cxcl10,2,
GO:0002706,regulation of lymphocyte mediated immunity,Apr-60,156/15833,0.002881228,0.022692297,0.0157178,H2-D1/H2-K1/Vsir/Il1b,4,
GO:0002822,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,Apr-60,158/15833,0.003016393,0.023443004,0.016237776,H2-D1/H2-K1/Vsir/Il1b,4,
GO:0042116,macrophage activation,Mar-60,77/15833,0.00310138,0.023443004,0.016237776,Cst7/Tlr2/Cx3cr1,3,
GO:0000289,nuclear-transcribed mRNA poly(A) tail shortening,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Btg2/Zfp36,2,
GO:0001516,prostaglandin biosynthetic process,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Cd74/Il1b,2,
GO:0002475,antigen processing and presentation via MHC class Ib,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,H2-D1/H2-K1,2,
GO:0032373,positive regulation of sterol transport,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Apoe/Nfkbia,2,
GO:0032376,positive regulation of cholesterol transport,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Apoe/Nfkbia,2,
GO:0032770,positive regulation of monooxygenase activity,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Apoe/Il1b,2,
GO:0034405,response to fluid shear stress,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Spp1/Klf2,2,
GO:0046457,prostanoid biosynthetic process,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Cd74/Il1b,2,
GO:0051043,regulation of membrane protein ectodomain proteolysis,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Apoe/Il1b,2,
GO:0090025,regulation of monocyte chemotaxis,Feb-60,22/15833,0.003106904,0.023443004,0.016237776,Dusp1/Cxcl10,2,
GO:0045807,positive regulation of endocytosis,Apr-60,160/15833,0.003155839,0.023729274,0.016436061,Apoe/Cd63/Axl/Il1b,4,
GO:0050792,regulation of viral process,Apr-60,161/15833,0.003227189,0.024181504,0.016749298,Apoe/Ccl4/Cd74/Zfp36,4,
GO:1903037,regulation of leukocyte cell-cell adhesion,May-60,265/15833,0.003262484,0.024361389,0.016873895,Cd74/Cd83/Vsir/Il1b/Hsp90aa1,5,
GO:0043409,negative regulation of MAPK cascade,Apr-60,162/15833,0.003299633,0.02455382,0.017007182,Apoe/Atf3/Dusp1/Il1b,4,
GO:0002719,negative regulation of cytokine production involved in immune response,Feb-60,23/15833,0.003394532,0.025001364,0.017317173,Vsir/Hmox1,2,
GO:0010742,macrophage derived foam cell differentiation,Feb-60,23/15833,0.003394532,0.025001364,0.017317173,Nfkbia/Lpl,2,
GO:0050901,leukocyte tethering or rolling,Feb-60,23/15833,0.003394532,0.025001364,0.017317173,Cx3cr1/Selplg,2,
GO:2001233,regulation of apoptotic signaling pathway,Jun-60,388/15833,0.003419086,0.025096554,0.017383107,Atf3/Cd74/Ier3/Cx3cr1/Il1b/Hmox1,6,
GO:0046683,response to organophosphorus,Mar-60,80/15833,0.003455522,0.025278023,0.017508801,Junb/P2ry12/Il1b,3,
GO:0048771,tissue remodeling,Apr-60,165/15833,0.003523617,0.02568907,0.017793512,Spp1/Axl/Tmem119/Klf6,4,
GO:0030100,regulation of endocytosis,May-60,271/15833,0.003589646,0.025957776,0.017979631,Apoe/Cd63/Axl/Tlr2/Il1b,5,
GO:0002460,adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,May-60,272/15833,0.003646386,0.025957776,0.017979631,Cd74/H2-D1/H2-K1/Vsir/Il1b,5,
GO:0002478,antigen processing and presentation of exogenous peptide antigen,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,Cd74/H2-K1,2,
GO:0002483,antigen processing and presentation of endogenous peptide antigen,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,H2-D1/H2-K1,2,
GO:0007263,nitric oxide mediated signal transduction,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,Apoe/Mt1,2,
GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,H2-D1/H2-K1,2,
GO:0036003,positive regulation of transcription from RNA polymerase II promoter in response to stress,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,Atf3/Klf2,2,
GO:0042533,tumor necrosis factor biosynthetic process,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,Tlr2/Cx3cr1,2,
GO:0042534,regulation of tumor necrosis factor biosynthetic process,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,Tlr2/Cx3cr1,2,
GO:0090077,foam cell differentiation,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,Nfkbia/Lpl,2,
GO:1905809,negative regulation of synapse organization,Feb-60,24/15833,0.00369413,0.025957776,0.017979631,Apoe/Tlr2,2,
GO:0006641,triglyceride metabolic process,Mar-60,82/15833,0.003704817,0.025957776,0.017979631,Apoe/Lpl/Apoc1,3,
GO:0006869,lipid transport,May-60,276/15833,0.003879821,0.027095969,0.018768,Apoe/Spp1/Nfkbia/Apoc1/Il1b,5,
GO:0061351,neural precursor cell proliferation,Apr-60,170/15833,0.003919578,0.027268462,0.018887476,Btg2/Cx3cr1/Il1b/Id2,4,
GO:0043270,positive regulation of ion transport,May-60,277/15833,0.003939819,0.027268462,0.018887476,Apoe/Ccl4/P2ry12/Il1b/Cxcl10,5,
GO:0032755,positive regulation of interleukin-6 production,Mar-60,84/15833,0.00396484,0.027268462,0.018887476,Lpl/Tlr2/Il1b,3,
GO:0043405,regulation of MAP kinase activity,May-60,278/15833,0.004000481,0.027268462,0.018887476,Apoe/Cd74/Dusp1/Gadd45b/Il1b,5,
GO:0033198,response to ATP,Feb-60,25/15833,0.004005608,0.027268462,0.018887476,P2ry12/Il1b,2,
GO:0055094,response to lipoprotein particle,Feb-60,25/15833,0.004005608,0.027268462,0.018887476,Apoe/Lpl,2,
GO:0090023,positive regulation of neutrophil chemotaxis,Feb-60,25/15833,0.004005608,0.027268462,0.018887476,Cd74/Il1b,2,
GO:1900745,positive regulation of p38MAPK cascade,Feb-60,25/15833,0.004005608,0.027268462,0.018887476,Gadd45b/Il1b,2,
GO:0045765,regulation of angiogenesis,May-60,279/15833,0.004061811,0.027564112,0.019092258,Cx3cr1/Il1b/Cxcl10/Klf2/Hmox1,5,
GO:0051817,modification of morphology or physiology of other organism involved in symbiotic interaction,Mar-60,85/15833,0.004098919,0.027642082,0.019146264,Apoe/Ccl4/Tlr2,3,
GO:0070555,response to interleukin-1,Mar-60,85/15833,0.004098919,0.027642082,0.019146264,Ccl3/Ccl4/Il1b,3,
GO:0050863,regulation of T cell activation,May-60,280/15833,0.004123813,0.027723325,0.019202537,Cd74/Cd83/Vsir/Il1b/Hsp90aa1,5,
GO:0072676,lymphocyte migration,Mar-60,86/15833,0.004235731,0.028387288,0.019662431,Ccl3/Ccl4/Cxcl10,3,
GO:0010035,response to inorganic substance,Jun-60,406/15833,0.004266506,0.028505015,0.019743974,Fos/Junb/Mt1/Axl/Id2/Hmox1,6,
GO:0019883,antigen processing and presentation of endogenous antigen,Feb-60,26/15833,0.004328874,0.028743721,0.019909313,H2-D1/H2-K1,2,
GO:0033687,osteoblast proliferation,Feb-60,26/15833,0.004328874,0.028743721,0.019909313,Junb/Tmem119,2,
GO:2001237,negative regulation of extrinsic apoptotic signaling pathway,Mar-60,87/15833,0.004375293,0.028962831,0.02006108,Cx3cr1/Il1b/Hmox1,3,
GO:0035690,cellular response to drug,May-60,285/15833,0.004444045,0.029238566,0.020252068,Ccl4/Axl/P2ry12/Il1b/Hmox1,5,
GO:0050890,cognition,May-60,285/15833,0.004444045,0.029238566,0.020252068,Apoe/Btg2/Tlr2/Cx3cr1/Il1b,5,
GO:0051651,maintenance of location in cell,Mar-60,88/15833,0.004517623,0.029632309,0.020524793,Apoe/Fth1/Ftl1,3,
GO:0046461,neutral lipid catabolic process,Feb-60,27/15833,0.004663836,0.030223899,0.020934557,Apoe/Lpl,2,
GO:0046464,acylglycerol catabolic process,Feb-60,27/15833,0.004663836,0.030223899,0.020934557,Apoe/Lpl,2,
GO:0071402,cellular response to lipoprotein particle stimulus,Feb-60,27/15833,0.004663836,0.030223899,0.020934557,Apoe/Lpl,2,
GO:0071624,positive regulation of granulocyte chemotaxis,Feb-60,27/15833,0.004663836,0.030223899,0.020934557,Cd74/Il1b,2,
GO:0019058,viral life cycle,Apr-60,179/15833,0.004706509,0.030409118,0.02106285,Apoe/Cd74/Ctsb/Axl,4,
GO:0002702,positive regulation of production of molecular mediator of immune response,Mar-60,90/15833,0.004810645,0.03080526,0.021337237,Cd74/Tlr2/Il1b,3,
GO:0019882,antigen processing and presentation,Mar-60,90/15833,0.004810645,0.03080526,0.021337237,Cd74/H2-D1/H2-K1,3,
GO:0045685,regulation of glial cell differentiation,Mar-60,90/15833,0.004810645,0.03080526,0.021337237,Tlr2/Il1b/Id2,3,
GO:0001779,natural killer cell differentiation,Feb-60,28/15833,0.005010405,0.031340448,0.021707935,Axl/Id2,2,
GO:0001893,maternal placenta development,Feb-60,28/15833,0.005010405,0.031340448,0.021707935,Junb/Ctsb,2,
GO:0032689,negative regulation of interferon-gamma production,Feb-60,28/15833,0.005010405,0.031340448,0.021707935,Axl/Vsir,2,
GO:0050999,regulation of nitric-oxide synthase activity,Feb-60,28/15833,0.005010405,0.031340448,0.021707935,Apoe/Il1b,2,
GO:0051953,negative regulation of amine transport,Feb-60,28/15833,0.005010405,0.031340448,0.021707935,P2ry12/Il1b,2,
