	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
Rpl19	0	0.347246313010191	0.981	0.878	0	5	Rpl19
Rps21	0	0.34602449939605	0.982	0.883	0	5	Rps21
Rpl36	0	0.345327927088435	0.923	0.741	0	5	Rpl36
Rpl38	0	0.343727623083677	0.9	0.703	0	5	Rpl38
Rps24	0	0.342557064828287	0.996	0.928	0	5	Rps24
Rps27a	0	0.340519899412967	0.988	0.901	0	5	Rps27a
Ctss.1	0	0.334225948711798	1	0.951	0	5	Ctss
Cybb	0	0.333678987459902	0.333	0.071	0	5	Cybb
Rps14	0	0.332051271186016	0.983	0.898	0	5	Rps14
Rpl17	0	0.324081484195565	0.953	0.817	0	5	Rpl17
Rps19	0	0.324026304657288	0.968	0.838	0	5	Rps19
Ftl1.2	0	0.322550571351122	0.998	0.989	0	5	Ftl1
Rps11	0	0.321875831188505	0.985	0.894	0	5	Rps11
Rpl12	0	0.317652201659396	0.953	0.809	0	5	Rpl12
Rpl34	0	0.316578724882335	0.978	0.872	0	5	Rpl34
Rps15a	0	0.304458380351006	0.977	0.864	0	5	Rps15a
Ifi27l2a	0	0.30281153116309	0.391	0.141	0	5	Ifi27l2a
Rpl13	0	0.297637281121943	0.996	0.933	0	5	Rpl13
Rtcb	0	0.292031629234821	0.551	0.27	0	5	Rtcb
Igf1	0	0.271564077218577	0.259	0.025	0	5	Igf1
Itgax	0	0.256912432892453	0.257	0.045	0	5	Itgax
Crybb1.2	0	-0.513637917142205	0.14	0.477	0	5	Crybb1
Selplg.1	0	-0.608379483234191	0.878	0.915	0	5	Selplg
Tmem119.1	0	-0.668285669392547	0.679	0.859	0	5	Tmem119
P2ry12.2	0	-0.788787029208049	0.691	0.869	0	5	P2ry12
Rps10	1.39899423183034e-307	0.313225157893086	0.985	0.891	2.69782047666162e-303	5	Rps10
Rpl28	2.58568524208517e-307	0.317165275307296	0.97	0.844	4.98623542083704e-303	5	Rpl28
Tlr2.1	1.26241036031651e-305	0.371655250532436	0.499	0.244	2.43443213883436e-301	5	Tlr2
Pld3	7.02576501021147e-302	0.336660832846996	0.567	0.309	1.35484852456918e-297	5	Pld3
Rpl18a	1.8757234305643e-296	0.306550218224287	0.99	0.911	3.61714506350019e-292	5	Rpl18a
Cst3.1	1.07878540164412e-294	-0.411208183396884	1	0.994	2.08032976853052e-290	5	Cst3
Rpl37	3.00718059988574e-293	0.311680228539657	0.973	0.862	5.79904706881967e-289	5	Rpl37
Rps18	3.46648034267525e-292	0.358802573959413	0.877	0.672	6.68476069281495e-288	5	Rps18
Psap.1	6.89622638675744e-292	0.304497675613334	0.997	0.932	1.3298682964223e-287	5	Psap
Rps8	2.2864474308505e-282	0.291991168974603	0.987	0.893	4.40918522565211e-278	5	Rps8
Mpeg1.1	1.3300707681231e-277	0.336766603297724	0.834	0.609	2.5649084692486e-273	5	Mpeg1
Tpt1	1.63855783215955e-277	0.259404426263385	0.997	0.983	3.15979492353648e-273	5	Tpt1
Rpl35a	8.7499032045821e-276	0.301546665254808	0.981	0.894	1.68733133397161e-271	5	Rpl35a
Cxcl16	6.63242301309376e-275	0.272185394564293	0.453	0.214	1.278996453845e-270	5	Cxcl16
Rps9	1.64883794820988e-274	0.291249943351187	0.989	0.916	3.17961909932794e-270	5	Rps9
Rpl6	1.14971660026443e-269	0.31425248219191	0.95	0.818	2.21711349194993e-265	5	Rpl6
Rpl30	2.59099822187056e-265	0.289042495754094	0.982	0.89	4.99648097105518e-261	5	Rpl30
Rpl24	4.38467488348187e-263	0.320055991078857	0.882	0.697	8.45540704530643e-259	5	Rpl24
Rps4x	5.8435974606988e-263	0.285331245611852	0.988	0.898	1.12687933432116e-258	5	Rps4x
Rpl22	4.39988021536985e-260	0.307667403694605	0.892	0.705	8.48472900731921e-256	5	Rpl22
Gpr34.1	5.30936912376768e-256	-0.442718490977939	0.663	0.778	1.02385874182736e-251	5	Gpr34
Rps13	1.5199985304345e-255	0.280584570933021	0.965	0.843	2.93116516608989e-251	5	Rps13
Grn.1	8.85502505668208e-255	0.346225825411578	0.965	0.853	1.70760303193057e-250	5	Grn
Rack1	1.01984544858056e-253	0.294270550239347	0.93	0.767	1.96666996304275e-249	5	Rack1
Siglech.1	2.55444071143542e-253	-0.402283261191017	0.606	0.76	4.92598346793206e-249	5	Siglech
Tyrobp	5.40086306183791e-253	0.320991323473697	0.996	0.931	1.04150243284482e-248	5	Tyrobp
Cx3cr1.1	2.28019159401277e-252	-0.345556522581641	0.948	0.929	4.39712146989423e-248	5	Cx3cr1
Cd83.2	2.32212388416754e-247	0.348597134821311	0.671	0.407	4.47798369822869e-243	5	Cd83
Rpl36a	1.28512374210419e-244	0.301313488724015	0.735	0.502	2.47823262427372e-240	5	Rpl36a
Rps29	7.42861727988256e-240	0.26477117516821	0.994	0.924	1.43253455625255e-235	5	Rps29
Rps23	1.76632327090757e-239	0.274903545778508	0.974	0.869	3.40617779561816e-235	5	Rps23
Rps26	4.87192046523226e-239	0.292835704967245	0.879	0.686	9.39501142515389e-235	5	Rps26
Rps25	5.29403020348089e-238	0.293001031582846	0.93	0.782	1.02090078443925e-233	5	Rps25
Rplp2	5.31935035076524e-236	0.276560077735654	0.94	0.798	1.02578352164157e-231	5	Rplp2
mt-Co1.1	4.17729125060224e-235	0.35299027768086	0.988	0.959	8.05548844766135e-231	5	mt-Co1
Cxcl2.1	4.73038260006501e-233	0.568935948544738	0.263	0.097	9.12206980596537e-229	5	Cxcl2
Rplp0	1.29648021806257e-232	0.268674221475609	0.959	0.866	2.50013245251186e-228	5	Rplp0
Ctsl	9.35805353112956e-230	0.345397022494539	0.96	0.842	1.80460704294302e-225	5	Ctsl
Rpl3	4.59519887259608e-227	0.284237921809213	0.938	0.798	8.86138150591428e-223	5	Rpl3
Vsir.1	1.37854285276915e-226	-0.348989074103891	0.75	0.828	2.65838203728004e-222	5	Vsir
Ctsh.1	2.59898970217443e-223	0.27462834563414	0.948	0.777	5.01189174167317e-219	5	Ctsh
Bcl2a1b	8.24034513453135e-218	0.295701431660037	0.41	0.202	1.58906815574303e-213	5	Bcl2a1b
Cadm1	5.67694969412829e-212	0.264212991872761	0.556	0.331	1.0947429790157e-207	5	Cadm1
Rps15	7.98660782649278e-212	0.257109023865184	0.946	0.819	1.54013745326087e-207	5	Rps15
Hbb-bs.4	5.36818388807743e-211	-3.28806852512273	0.926	0.968	1.03520058097685e-206	5	Hbb-bs
Rpl7a	2.1515145857198e-204	0.270714997949583	0.797	0.602	4.14898072710207e-200	5	Rpl7a
mt-Co3.1	3.89947230510125e-203	0.348314952764198	0.997	0.966	7.51974239315724e-199	5	mt-Co3
Ccl6	4.29817643613518e-203	0.308325311067843	0.399	0.201	8.28860343944307e-199	5	Ccl6
Ctsa.1	5.46672662735705e-201	0.281701348140273	0.947	0.81	1.05420356281953e-196	5	Ctsa
Npm1	5.74148826091075e-201	0.274974454815068	0.695	0.482	1.10718859623403e-196	5	Npm1
Rps7	1.68889575171192e-198	0.25070254863623	0.844	0.655	3.25686656760128e-194	5	Rps7
Lamp1	2.46616887376774e-196	0.26163225253576	0.946	0.815	4.75576005617371e-192	5	Lamp1
Eef1b2	2.23098107304924e-189	0.258462211086476	0.83	0.645	4.30222390126816e-185	5	Eef1b2
Ckb.1	3.77100600943001e-189	-0.348304101849363	0.609	0.74	7.27200798858482e-185	5	Ckb
Pabpc1	1.09662631977392e-187	0.253889286331264	0.668	0.459	2.11473419505202e-183	5	Pabpc1
Tmem176b.1	2.18140582789888e-186	0.280611296028253	0.867	0.697	4.2066229985202e-182	5	Tmem176b
mt-Atp6	1.57764663885276e-184	0.316416591482979	0.995	0.964	3.04233377836366e-180	5	mt-Atp6
Ecscr	8.62629218398666e-182	-0.265709062919782	0.115	0.335	1.66349418475999e-177	5	Ecscr
Plin2	2.51398761963504e-180	0.277374415819726	0.495	0.288	4.84797372570421e-176	5	Plin2
Adgrg1	1.75531724076999e-178	-0.276533663482466	0.241	0.465	3.38495376710085e-174	5	Adgrg1
Lag3	2.60081879701173e-172	0.295130743496595	0.655	0.461	5.01541896815742e-168	5	Lag3
Creg1	1.28777468516106e-162	0.252769091452547	0.721	0.542	2.48334470286458e-158	5	Creg1
mt-Co2	3.14885394573853e-160	0.291511584773852	0.993	0.956	6.07224994896218e-156	5	mt-Co2
Ltc4s.1	8.53492087743994e-160	-0.324944798096987	0.344	0.544	1.64587414200552e-155	5	Ltc4s
Rpl21	1.08075672752516e-156	0.294986681253483	0.89	0.761	2.08413127335951e-152	5	Rpl21
Ccrl2.2	2.70366027987998e-156	0.322912877251349	0.512	0.311	5.21373848372055e-152	5	Ccrl2
Serinc3.1	1.52412521423718e-152	-0.259858600994889	0.854	0.875	2.93912306313499e-148	5	Serinc3
Syngr1	2.60153034149602e-150	0.264298459889534	0.641	0.468	5.01679111054092e-146	5	Syngr1
P2ry13.1	3.24730699001566e-150	-0.290856294896952	0.36	0.55	6.2621067995462e-146	5	P2ry13
mt-Cytb	1.40055242303056e-149	0.305165064969309	0.983	0.938	2.70082529257213e-145	5	mt-Cytb
Pmepa1.1	2.07043843976332e-148	-0.378610836490725	0.539	0.67	3.99263348723958e-144	5	Pmepa1
Sparc.1	1.8796920457832e-145	-0.253965638251288	0.971	0.938	3.62479814108833e-141	5	Sparc
Gadd45b.2	1.69818955126504e-144	0.303416488921051	0.5	0.307	3.2747887306595e-140	5	Gadd45b
Rpl29	2.23903940289798e-139	0.287089264882028	0.61	0.437	4.31776358454847e-135	5	Rpl29
Olfml3.1	8.70800217961362e-133	-0.312297070670164	0.853	0.859	1.67925114031669e-128	5	Olfml3
Cd14	6.31381566542312e-131	0.342519318901778	0.708	0.546	1.21755621292019e-126	5	Cd14
Hba-a1.4	1.40390134529802e-117	-3.01583407490541	0.455	0.585	2.70728335427269e-113	5	Hba-a1
Neat1.2	4.48534631731164e-112	0.256801886302539	0.423	0.262	8.64954183830376e-108	5	Neat1
mt-Nd4	1.0646373978257e-111	0.255755057937576	0.95	0.891	2.05304675796707e-107	5	mt-Nd4
Hbb-bt.4	3.21788073465018e-111	-2.67739165255776	0.325	0.47	6.20536120869941e-107	5	Hbb-bt
Calm2.1	1.07579266721191e-110	-0.2525958799568	0.498	0.631	2.07455857945145e-106	5	Calm2
Bin1.1	6.79389671601186e-109	-0.253332310057737	0.605	0.701	1.31013504271573e-104	5	Bin1
Hba-a2.4	1.21675366038443e-105	-2.86235324100747	0.409	0.536	2.34638775868534e-101	5	Hba-a2
Id2.2	4.61309564048436e-96	0.269955676210646	0.555	0.389	8.89589363311004e-92	5	Id2
Ier3.2	4.82300267625989e-91	0.263224561771603	0.387	0.244	9.30067836089958e-87	5	Ier3
Ccl3.2	1.30011325551648e-90	0.33859214384123	0.646	0.494	2.50713840193798e-86	5	Ccl3
Dusp1.3	4.46077754137641e-85	0.276321487306244	0.646	0.488	8.60216341079027e-81	5	Dusp1
Rgs1.3	1.2815710436055e-75	0.30606780854326	0.621	0.487	2.47138160048884e-71	5	Rgs1
Gh	2.60968518895778e-67	-0.454248506112655	0.253	0.145	5.03251691838619e-63	5	Gh
Hbb-bt.5	0	4.427583557076	1	0.41	0	6	Hbb-bt
Hba-a2.5	0	3.85753342497928	1	0.483	0	6	Hba-a2
Hba-a1.5	0	3.85098163425922	1	0.536	0	6	Hba-a1
Hbb-bs.5	0	3.84186076922142	1	0.961	0	6	Hbb-bs
Alas2	0	1.93669036079885	0.983	0.033	0	6	Alas2
Bpgm	0	1.17619682619411	0.726	0.041	0	6	Bpgm
Mkrn1	0	1.16418760291284	0.826	0.184	0	6	Mkrn1
Ube2l6	0	0.95905765724403	0.814	0.044	0	6	Ube2l6
Snca	0	0.881967676050455	0.669	0.01	0	6	Snca
Fam220a	0	0.830128468869835	0.794	0.117	0	6	Fam220a
March2	0	0.641250489213148	0.648	0.105	0	6	March2
Fech	0	0.629800559860703	0.624	0.061	0	6	Fech
Oaz1	0	0.565371896195607	0.93	0.665	0	6	Oaz1
Bnip3l	0	0.492231953317383	0.664	0.293	0	6	Bnip3l
Slc25a37	0	0.390169947603852	0.451	0.102	0	6	Slc25a37
Slc25a39	0	0.356155034573856	0.462	0.121	0	6	Slc25a39
Epb41	0	0.330761522255614	0.407	0.09	0	6	Epb41
Cd24a	0	0.328839419181347	0.271	0.036	0	6	Cd24a
Isg20	0	0.310952047342615	0.312	0.019	0	6	Isg20
Atp5f1	0	-0.305752135696671	0.098	0.395	0	6	Atp5f1
Atp5c1	0	-0.310930939993268	0.107	0.408	0	6	Atp5c1
Lamtor4	0	-0.320433793986301	0.109	0.416	0	6	Lamtor4
Eif3h	0	-0.32193206125992	0.102	0.408	0	6	Eif3h
Prdx5	0	-0.324307744565469	0.112	0.412	0	6	Prdx5
Cox6b1	0	-0.326915550026773	0.116	0.423	0	6	Cox6b1
Ctsf	0	-0.327599890601207	0.12	0.424	0	6	Ctsf
Selenof	0	-0.32783784037808	0.12	0.432	0	6	Selenof
Selenok	0	-0.329212979168018	0.168	0.471	0	6	Selenok
Tmed2	0	-0.329381918328714	0.116	0.42	0	6	Tmed2
Eef1d	0	-0.329450050523102	0.152	0.462	0	6	Eef1d
Hnrnpf	0	-0.332084217384381	0.108	0.424	0	6	Hnrnpf
Bin2	0	-0.333374909534555	0.105	0.412	0	6	Bin2
Pomp	0	-0.333418822874694	0.118	0.431	0	6	Pomp
Atp6v1f	0	-0.333755204628095	0.128	0.441	0	6	Atp6v1f
P4hb	0	-0.335684271021588	0.111	0.422	0	6	P4hb
Atp5a1	0	-0.337038913173358	0.127	0.445	0	6	Atp5a1
Sdf4	0	-0.337120011064033	0.112	0.433	0	6	Sdf4
Mertk	0	-0.337741835742147	0.124	0.43	0	6	Mertk
Adap2	0	-0.33956220049817	0.119	0.427	0	6	Adap2
Limd2	0	-0.340549564830365	0.105	0.416	0	6	Limd2
Cmtm6	0	-0.341643114854795	0.121	0.429	0	6	Cmtm6
Dock4	0	-0.342017121517339	0.131	0.442	0	6	Dock4
Snrnp70	0	-0.342835961193915	0.128	0.445	0	6	Snrnp70
Tpp1	0	-0.344419271882307	0.11	0.431	0	6	Tpp1
Cd164	0	-0.345105759839517	0.122	0.428	0	6	Cd164
Ergic3	0	-0.345364814899329	0.116	0.444	0	6	Ergic3
Hnrnpa0	0	-0.345509138798987	0.12	0.443	0	6	Hnrnpa0
Ppp1ca	0	-0.345749875594107	0.111	0.436	0	6	Ppp1ca
Vamp8	0	-0.347398039094579	0.115	0.446	0	6	Vamp8
Ppt1	0	-0.348155536018002	0.105	0.431	0	6	Ppt1
Sec62	0	-0.350248806281975	0.129	0.45	0	6	Sec62
Mycbp2	0	-0.351493854558506	0.118	0.443	0	6	Mycbp2
Skil.1	0	-0.353666136338008	0.111	0.415	0	6	Skil
Atp5b	0	-0.353712238957679	0.202	0.518	0	6	Atp5b
Cox7c	0	-0.353831281891037	0.139	0.464	0	6	Cox7c
Entpd1	0	-0.354225226933145	0.117	0.441	0	6	Entpd1
Cd86	0	-0.356122864078709	0.117	0.44	0	6	Cd86
Msn	0	-0.356657577995688	0.106	0.433	0	6	Msn
Manf	0	-0.359220696365728	0.117	0.433	0	6	Manf
Map4k4	0	-0.361371258926794	0.129	0.449	0	6	Map4k4
Slc29a3	0	-0.361652460466707	0.117	0.445	0	6	Slc29a3
Syngr2	0	-0.363384528671119	0.124	0.458	0	6	Syngr2
Ddost	0	-0.363446223074082	0.108	0.448	0	6	Ddost
Pkm	0	-0.363862314548896	0.114	0.441	0	6	Pkm
Il6ra	0	-0.364739855532999	0.119	0.455	0	6	Il6ra
Atp6ap1	0	-0.365635894781167	0.117	0.464	0	6	Atp6ap1
Luc7l2	0	-0.366792092390261	0.145	0.473	0	6	Luc7l2
Brk1	0	-0.367473167154295	0.122	0.472	0	6	Brk1
Blnk	0	-0.367769632045054	0.11	0.437	0	6	Blnk
Atp6v0e	0	-0.368245370921822	0.123	0.468	0	6	Atp6v0e
Pycard	0	-0.368311750025705	0.119	0.443	0	6	Pycard
Rnf130	0	-0.370455163217333	0.119	0.467	0	6	Rnf130
Nfic	0	-0.372818394079628	0.106	0.409	0	6	Nfic
Arhgap45	0	-0.373432275503667	0.129	0.472	0	6	Arhgap45
Rpl31	0	-0.374754302378421	0.124	0.464	0	6	Rpl31
Arf1	0	-0.37551780077556	0.117	0.46	0	6	Arf1
Fscn1	0	-0.37553717380818	0.118	0.443	0	6	Fscn1
Edem2	0	-0.376154065745986	0.105	0.443	0	6	Edem2
Gusb	0	-0.376438302873713	0.116	0.448	0	6	Gusb
Dad1	0	-0.376670537730232	0.119	0.47	0	6	Dad1
Mrfap1	0	-0.377449493583943	0.132	0.483	0	6	Mrfap1
St3gal6	0	-0.37931013877229	0.126	0.47	0	6	St3gal6
C3ar1.1	0	-0.380525255515424	0.111	0.424	0	6	C3ar1
Macf1	0	-0.380967449903474	0.123	0.455	0	6	Macf1
Aldoa	0	-0.381154832565942	0.113	0.454	0	6	Aldoa
Reep5	0	-0.381406988844604	0.122	0.478	0	6	Reep5
Tanc2	0	-0.381417522128492	0.129	0.467	0	6	Tanc2
Canx	0	-0.381732149984897	0.134	0.481	0	6	Canx
Daglb	0	-0.383965248458665	0.123	0.475	0	6	Daglb
Asah1	0	-0.38469725241519	0.131	0.49	0	6	Asah1
Pla2g15	0	-0.384871549805455	0.126	0.474	0	6	Pla2g15
Fam105a	0	-0.384934204650085	0.136	0.487	0	6	Fam105a
Rbm25	0	-0.385200805688515	0.122	0.466	0	6	Rbm25
Adgrg1.1	0	-0.386321146743383	0.138	0.475	0	6	Adgrg1
Hnrnpa2b1	0	-0.386839372081626	0.121	0.471	0	6	Hnrnpa2b1
Ncf1	0	-0.388479726715935	0.113	0.46	0	6	Ncf1
Atox1	0	-0.389100319628105	0.113	0.462	0	6	Atox1
Plek.1	0	-0.389241447059697	0.111	0.424	0	6	Plek
Ncl.1	0	-0.38975849789387	0.119	0.45	0	6	Ncl
Ighm	0	-0.392273762962385	0.116	0.446	0	6	Ighm
Sdcbp	0	-0.392709528907705	0.117	0.466	0	6	Sdcbp
Git2	0	-0.394212453903111	0.121	0.46	0	6	Git2
mt-Nd5	0	-0.395286271046691	0.128	0.467	0	6	mt-Nd5
Uqcrh	0	-0.396622870948448	0.169	0.511	0	6	Uqcrh
Btf3	0	-0.397963069879786	0.127	0.496	0	6	Btf3
Prdx1	0	-0.398209592719513	0.127	0.477	0	6	Prdx1
Jmjd1c	0	-0.39914173168458	0.13	0.468	0	6	Jmjd1c
Atp6v1g1	0	-0.399901442890115	0.149	0.515	0	6	Atp6v1g1
Celf2	0	-0.400065181831996	0.123	0.484	0	6	Celf2
Capzb	0	-0.400868140856433	0.113	0.485	0	6	Capzb
Gpx4	0	-0.401348060040135	0.151	0.512	0	6	Gpx4
Ywhae	0	-0.401731482698725	0.133	0.501	0	6	Ywhae
Rpn2	0	-0.402234446119506	0.116	0.49	0	6	Rpn2
Asph	0	-0.402661326160639	0.139	0.477	0	6	Asph
Plekho1	0	-0.402782832235002	0.127	0.495	0	6	Plekho1
Anxa3	0	-0.403192925257381	0.14	0.471	0	6	Anxa3
Ptpn18	0	-0.404756433402414	0.12	0.487	0	6	Ptpn18
Eif5a	0	-0.407666117356249	0.12	0.497	0	6	Eif5a
Lyn	0	-0.407810045882061	0.14	0.507	0	6	Lyn
Bri3	0	-0.408704937669062	0.126	0.488	0	6	Bri3
Akr1a1	0	-0.408971063521725	0.117	0.492	0	6	Akr1a1
Ptprc	0	-0.409200121685061	0.133	0.482	0	6	Ptprc
Golm1	0	-0.411759731130629	0.138	0.499	0	6	Golm1
Comt	0	-0.4121022546171	0.13	0.508	0	6	Comt
Cmtm7	0	-0.412533305004567	0.13	0.496	0	6	Cmtm7
Creg1.1	0	-0.414409871921335	0.242	0.585	0	6	Creg1
Vdac2	0	-0.414482162151163	0.123	0.511	0	6	Vdac2
Pnrc1.1	0	-0.414543246790886	0.113	0.443	0	6	Pnrc1
Spcs2	0	-0.414607948970785	0.131	0.51	0	6	Spcs2
Alox5ap	0	-0.415368073610371	0.129	0.493	0	6	Alox5ap
P2ry6	0	-0.41883773318805	0.135	0.492	0	6	P2ry6
Inpp5d	0	-0.420189681682124	0.14	0.517	0	6	Inpp5d
Tmem86a	0	-0.420386998498361	0.137	0.505	0	6	Tmem86a
Atp5e	0	-0.422490778270207	0.159	0.529	0	6	Atp5e
Tacc1	0	-0.424271710546489	0.133	0.478	0	6	Tacc1
Arhgdib	0	-0.425938630935974	0.121	0.504	0	6	Arhgdib
Arhgdia	0	-0.426936600284905	0.13	0.523	0	6	Arhgdia
Fus	0	-0.427403208078043	0.144	0.52	0	6	Fus
Zfp36l2	0	-0.430351861398101	0.123	0.468	0	6	Zfp36l2
Nrip1	0	-0.43205341666824	0.137	0.499	0	6	Nrip1
Wasf2	0	-0.434345135025716	0.144	0.523	0	6	Wasf2
Arpc3	0	-0.43537697454775	0.142	0.538	0	6	Arpc3
Ptms	0	-0.436818586805325	0.118	0.501	0	6	Ptms
Chchd2	0	-0.437011984173449	0.151	0.53	0	6	Chchd2
Ube2d3	0	-0.43769323455899	0.154	0.522	0	6	Ube2d3
Eif3f	0	-0.438809297541006	0.106	0.498	0	6	Eif3f
Cfh	0	-0.439059751763725	0.14	0.526	0	6	Cfh
Sf3b1	0	-0.439807682517712	0.147	0.542	0	6	Sf3b1
Pdia6	0	-0.440436516421483	0.144	0.521	0	6	Pdia6
Gnas	0	-0.440545392260277	0.402	0.677	0	6	Gnas
Atp5g2	0	-0.441826925158548	0.128	0.531	0	6	Atp5g2
Slc25a3	0	-0.445020275718201	0.133	0.537	0	6	Slc25a3
Syngr1.1	0	-0.445036799456393	0.135	0.513	0	6	Syngr1
Tmed9	0	-0.446024297966978	0.146	0.553	0	6	Tmed9
Rab14	0	-0.446164205565844	0.147	0.548	0	6	Rab14
Hnrnpk	0	-0.446210393468928	0.148	0.552	0	6	Hnrnpk
Saraf	0	-0.448647959055232	0.144	0.551	0	6	Saraf
Pag1	0	-0.453881139484943	0.161	0.546	0	6	Pag1
Rtn4	0	-0.455569926789876	0.144	0.549	0	6	Rtn4
Ybx1	0	-0.45736125629571	0.126	0.535	0	6	Ybx1
Ccnl1.2	0	-0.459298956236571	0.127	0.47	0	6	Ccnl1
Abi3	0	-0.461736498351544	0.14	0.543	0	6	Abi3
Cox7a2l	0	-0.462370296893554	0.137	0.541	0	6	Cox7a2l
Rap1b	0	-0.463565976006776	0.135	0.549	0	6	Rap1b
Maf.1	0	-0.465155109509227	0.15	0.522	0	6	Maf
Tmed10	0	-0.465281981101701	0.139	0.554	0	6	Tmed10
Smap2	0	-0.465459418032602	0.138	0.549	0	6	Smap2
Frmd4a	0	-0.465548280257812	0.154	0.551	0	6	Frmd4a
Zfp36l1	0	-0.468869678579232	0.126	0.443	0	6	Zfp36l1
Fam49b	0	-0.468929132586984	0.146	0.563	0	6	Fam49b
Mbnl1	0	-0.47044050354919	0.147	0.553	0	6	Mbnl1
Cyfip1	0	-0.470477770039692	0.144	0.556	0	6	Cyfip1
Rac1	0	-0.471358596654639	0.141	0.564	0	6	Rac1
Gns	0	-0.471778752716461	0.143	0.559	0	6	Gns
Rpl29.1	0	-0.476340052322104	0.151	0.478	0	6	Rpl29
Zfhx3	0	-0.477046102444894	0.131	0.537	0	6	Zfhx3
Gatm	0	-0.478193269655276	0.105	0.466	0	6	Gatm
Tmcc3	0	-0.481189057801668	0.143	0.53	0	6	Tmcc3
Npm1.1	0	-0.481194060566796	0.119	0.533	0	6	Npm1
Hspd1.2	0	-0.482818782639196	0.127	0.43	0	6	Hspd1
Zfand5.1	0	-0.482823329144288	0.134	0.497	0	6	Zfand5
Rabac1	0	-0.482903314778932	0.142	0.578	0	6	Rabac1
Morf4l1	0	-0.483428030190695	0.146	0.574	0	6	Morf4l1
Slc25a5	0	-0.485508163192061	0.146	0.566	0	6	Slc25a5
P2ry13.2	0	-0.487022201114985	0.173	0.568	0	6	P2ry13
Serpine2	0	-0.487151510448692	0.15	0.543	0	6	Serpine2
Lag3.1	0	-0.48779041593635	0.13	0.508	0	6	Lag3
Slco2b1	0	-0.489477289201295	0.164	0.581	0	6	Slco2b1
H2afz	0	-0.490337111550138	0.145	0.558	0	6	H2afz
Apbb1ip	0	-0.492190589556215	0.146	0.568	0	6	Apbb1ip
Pou2f2	0	-0.492296245053164	0.14	0.536	0	6	Pou2f2
Srgn.1	0	-0.493138320747579	0.123	0.508	0	6	Srgn
Hpgds	0	-0.500520262041629	0.159	0.579	0	6	Hpgds
Tmem50a	0	-0.50137637825378	0.155	0.604	0	6	Tmem50a
Srrm2	0	-0.50203054069198	0.147	0.587	0	6	Srrm2
Snx5	0	-0.504313522264561	0.142	0.587	0	6	Snx5
Rpl36a.1	0	-0.506392939788321	0.133	0.555	0	6	Rpl36a
Crybb1.3	0	-0.506398808461244	0.144	0.478	0	6	Crybb1
Cebpa	0	-0.506854871113912	0.137	0.503	0	6	Cebpa
Gabarap	0	-0.508737245429618	0.217	0.639	0	6	Gabarap
Cox8a	0	-0.509813311601648	0.235	0.64	0	6	Cox8a
Camk1	0	-0.510571634228417	0.14	0.582	0	6	Camk1
Cd37	0	-0.514298930717169	0.156	0.598	0	6	Cd37
Srgap2	0	-0.514954859574323	0.164	0.596	0	6	Srgap2
Tgfb1	0	-0.515566500918605	0.144	0.583	0	6	Tgfb1
Lamp2	0	-0.516574317369136	0.16	0.614	0	6	Lamp2
Fcgr1	0	-0.518198016287023	0.144	0.583	0	6	Fcgr1
Pnp.1	0	-0.519777205002223	0.155	0.575	0	6	Pnp
Mcl1.2	0	-0.52015149462933	0.135	0.498	0	6	Mcl1
Wnk1	0	-0.520983112315815	0.157	0.596	0	6	Wnk1
Fyb	0	-0.521059791002797	0.155	0.591	0	6	Fyb
Spi1	0	-0.525915739425415	0.145	0.598	0	6	Spi1
Arpc1b	0	-0.529450624215097	0.146	0.605	0	6	Arpc1b
Arhgap5.1	0	-0.532739485365482	0.167	0.595	0	6	Arhgap5
Cd52.3	0	-0.537765120733108	0.109	0.469	0	6	Cd52
Pfdn5	0	-0.538055480797247	0.163	0.619	0	6	Pfdn5
Arl6ip1	0	-0.538555206717714	0.167	0.617	0	6	Arl6ip1
Ssr4	0	-0.538733169442684	0.146	0.609	0	6	Ssr4
Smad7	0	-0.539853697323541	0.138	0.496	0	6	Smad7
Picalm	0	-0.542138083951662	0.161	0.602	0	6	Picalm
Ltc4s.2	0	-0.542931848123515	0.153	0.562	0	6	Ltc4s
Pmp22	0	-0.544935138356183	0.156	0.598	0	6	Pmp22
Calm1	0	-0.546557566155391	0.145	0.575	0	6	Calm1
Rps17	0	-0.547811832603652	0.149	0.614	0	6	Rps17
Zfp36.2	0	-0.548139781374552	0.124	0.442	0	6	Zfp36
Scamp2	0	-0.548309018857707	0.166	0.624	0	6	Scamp2
Gng5	0	-0.551070224793664	0.176	0.636	0	6	Gng5
Sh3bgrl3	0	-0.554198082209957	0.16	0.594	0	6	Sh3bgrl3
Ifngr1.1	0	-0.555362402630609	0.17	0.627	0	6	Ifngr1
Ssh2	0	-0.556948193402212	0.153	0.608	0	6	Ssh2
Arpc2	0	-0.563138905565588	0.149	0.628	0	6	Arpc2
Gnb2	0	-0.563659608596253	0.17	0.654	0	6	Gnb2
Plxdc2	0	-0.564634231735331	0.172	0.637	0	6	Plxdc2
Tcn2	0	-0.564935611638466	0.147	0.621	0	6	Tcn2
Tmem59	0	-0.565123199770724	0.163	0.649	0	6	Tmem59
Capza2	0	-0.572259145525787	0.163	0.645	0	6	Capza2
Ptgs1	0	-0.572488559267414	0.168	0.633	0	6	Ptgs1
AC160336.1	0	-0.575312457265392	0.163	0.551	0	6	AC160336.1
